# A Sample 2D Numpy Array :: Header
0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,2,3,3,2,2,0,2,2,2,3,3,3,0,1,1,1,1,1,1,1,1,0,2,2,2,2,2,2,3,3,3,3,3,3,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,1,1,1,1,1,1,1,1
# This is footer
